,prop_vac,NAME,estimate,numb_biz,n_vac
3016,0,"Census Tract 172, Queens County, New York",25183,3,NA
3017,0.3333333333,"Census Tract 174, Queens County, New York",23948,3,1
3018,0,"Census Tract 174, Queens County, New York",23948,3,NA
3019,0.09090909091,"Census Tract 102, Queens County, New York",22405,11,1
3020,0,"Census Tract 178, Queens County, New York",25391,4,NA
3021,0,"Census Tract 180, Queens County, New York",23924,6,NA
3022,0.1666666667,"Census Tract 180, Queens County, New York",23924,6,1
3023,0,"Census Tract 840, Queens County, New York",26739,32,NA
3024,0.09375,"Census Tract 840, Queens County, New York",26739,32,3
3025,0,"Census Tract 838, Queens County, New York",29286,14,NA
3026,0,"Census Tract 814, Queens County, New York",19194,10,NA
3027,0,"Census Tract 818, Queens County, New York",25227,2,NA
3028,0,"Census Tract 272, Queens County, New York",25145,13,NA
3029,0,"Census Tract 196, Queens County, New York",27765,1,NA
3030,0,"Census Tract 190, Queens County, New York",33310,22,NA
3031,0.09090909091,"Census Tract 190, Queens County, New York",33310,22,2
3032,0,"Census Tract 184.02, Queens County, New York",26465,3,NA
3033,0.3333333333,"Census Tract 184.02, Queens County, New York",26465,3,1
3034,0,"Census Tract 182, Queens County, New York",24531,4,NA
3035,0,"Census Tract 184.01, Queens County, New York",27961,1,NA
3036,0,"Census Tract 790, Queens County, New York",26280,6,NA
3037,0,"Census Tract 792, Queens County, New York",36481,1,NA
3038,0,"Census Tract 788, Queens County, New York",29764,5,NA
3039,0.2,"Census Tract 788, Queens County, New York",29764,5,1
3040,0,"Census Tract 294, Queens County, New York",34186,21,NA
3041,0,"Census Tract 260, Queens County, New York",21313,3,NA
3042,0.3333333333,"Census Tract 260, Queens County, New York",21313,3,1
3043,0,"Census Tract 262, Queens County, New York",29214,2,NA
3044,0.5,"Census Tract 262, Queens County, New York",29214,2,1
3045,0,"Census Tract 270, Queens County, New York",21192,3,NA
3046,0,"Census Tract 276, Queens County, New York",27598,1,NA
3047,0.07692307692,"Census Tract 272, Queens County, New York",25145,13,1
3048,0,"Census Tract 288, Queens County, New York",29427,4,NA
3049,0.04761904762,"Census Tract 294, Queens County, New York",34186,21,1
3050,0,"Census Tract 266, Queens County, New York",17667,1,NA
3051,0,"Census Tract 280, Queens County, New York",34091,3,NA
3052,0,"Census Tract 282, Queens County, New York",36782,12,NA
3053,0,"Census Tract 284, Queens County, New York",25474,17,NA
3054,0.08333333333,"Census Tract 282, Queens County, New York",36782,12,1
3055,0,"Census Tract 366, Queens County, New York",31742,20,NA
3056,0,"Census Tract 368, Queens County, New York",35951,1,NA
3057,0,"Census Tract 334.01, Queens County, New York",28322,11,NA
3058,0.09090909091,"Census Tract 334.01, Queens County, New York",28322,11,1
3059,0,"Census Tract 334.02, Queens County, New York",30053,10,NA
3060,0.1,"Census Tract 334.02, Queens County, New York",30053,10,1
3061,0,"Census Tract 330, Queens County, New York",31457,7,NA
3062,0,"Census Tract 394, Queens County, New York",32458,11,NA
3063,0.1,"Census Tract 376, Queens County, New York",35906,10,1
3064,0,"Census Tract 376, Queens County, New York",35906,10,NA
3065,0,"Census Tract 384, Queens County, New York",32145,8,NA
3066,0,"Census Tract 352, Queens County, New York",32014,32,NA
3067,0,"Census Tract 608, Queens County, New York",30270,5,NA
3068,0,"Census Tract 606, Queens County, New York",33362,6,NA
3069,0,"Census Tract 610, Queens County, New York",36813,1,NA
3070,0,"Census Tract 626, Queens County, New York",32734,23,NA
3071,0.04347826087,"Census Tract 626, Queens County, New York",32734,23,1
3072,0,"Census Tract 630, Queens County, New York",36136,6,NA
3073,0,"Census Tract 632, Queens County, New York",34080,28,NA
3074,0.03571428571,"Census Tract 632, Queens County, New York",34080,28,1
3075,0,"Census Tract 618, Queens County, New York",41518,14,NA
3076,0,"Census Tract 616.02, Queens County, New York",35793,3,NA
3077,0.03125,"Census Tract 352, Queens County, New York",32014,32,1
3078,0,"Census Tract 358, Queens County, New York",29091,17,NA
3079,0.1176470588,"Census Tract 358, Queens County, New York",29091,17,2
3080,0.1428571429,"Census Tract 330, Queens County, New York",31457,7,1
3081,0,"Census Tract 328, Queens County, New York",26420,5,NA
3082,0,"Census Tract 650, Queens County, New York",36800,2,NA
3083,0,"Census Tract 646, Queens County, New York",33333,1,NA
3084,0,"Census Tract 638, Queens County, New York",40817,19,NA
3085,0.1578947368,"Census Tract 638, Queens County, New York",40817,19,3
3086,0,"Census Tract 306, Queens County, New York",29418,20,NA
3087,0.2,"Census Tract 306, Queens County, New York",29418,20,4
3088,0,"Census Tract 320, Queens County, New York",25048,26,NA
3089,0.1538461538,"Census Tract 320, Queens County, New York",25048,26,4
3090,0,"Census Tract 690, Queens County, New York",32540,2,NA
3091,0,"Census Tract 680, Queens County, New York",36030,5,NA
3092,0,"Census Tract 654, Queens County, New York",34640,21,NA
3093,0.04761904762,"Census Tract 654, Queens County, New York",34640,21,1
3094,0,"Census Tract 656, Queens County, New York",33889,11,NA
3095,0.09090909091,"Census Tract 656, Queens County, New York",33889,11,1
3096,0,"Census Tract 664, Queens County, New York",30963,10,NA
3097,0.1,"Census Tract 664, Queens County, New York",30963,10,1
3098,0,"Census Tract 892, Queens County, New York",37025,64,NA
3099,0.078125,"Census Tract 892, Queens County, New York",37025,64,5
3100,0,"Census Tract 1072.01, Queens County, New York",50347,7,NA
3101,0,"Census Tract 1032.01, Queens County, New York",21433,12,NA
3102,0,"Census Tract 1032.02, Queens County, New York",22122,23,NA
3103,0.25,"Census Tract 1032.01, Queens County, New York",21433,12,3
3104,0.08695652174,"Census Tract 1032.02, Queens County, New York",22122,23,2
3105,0,"Census Tract 146.05, Richmond County, New York",47253,11,NA
3106,0,"Census Tract 1010.01, Queens County, New York",17588,40,NA
3107,0.1,"Census Tract 1010.01, Queens County, New York",17588,40,4
3108,0,"Census Tract 1008.02, Queens County, New York",27314,28,NA
3109,0.1071428571,"Census Tract 1008.02, Queens County, New York",27314,28,3
3110,0.1666666667,"Census Tract 992, Queens County, New York",21250,6,1
3111,0,"Census Tract 992, Queens County, New York",21250,6,NA
3112,0,"Census Tract 998.01, Queens County, New York",31865,6,NA
3113,0,"Census Tract 998.02, Queens County, New York",23136,1,NA
3114,0,"Census Tract 972.04, Queens County, New York",19279,4,NA
3115,0.25,"Census Tract 972.04, Queens County, New York",19279,4,1
3116,0,"Census Tract 964, Queens County, New York",28196,3,NA
3117,0,"Census Tract 954, Queens County, New York",26763,8,NA
3118,0,"Census Tract 972.02, Queens County, New York",15853,2,NA
3119,0,"Census Tract 942.02, Queens County, New York",27770,21,NA
3120,0,"Census Tract 942.03, Queens County, New York",32025,9,NA
3121,0.2222222222,"Census Tract 942.03, Queens County, New York",32025,9,2
3122,0,"Census Tract 942.01, Queens County, New York",31854,12,NA
3123,0.08333333333,"Census Tract 942.01, Queens County, New York",31854,12,1
3124,0,"Census Tract 938, Queens County, New York",25925,41,NA
3125,0.07317073171,"Census Tract 938, Queens County, New York",25925,41,3
3126,0,"Census Tract 934.01, Queens County, New York",37946,8,NA
3127,0,"Census Tract 934.02, Queens County, New York",40446,17,NA
3128,0.05882352941,"Census Tract 934.02, Queens County, New York",40446,17,1
3129,0,"Census Tract 3, Richmond County, New York",44353,54,NA
3130,0,"Census Tract 67, Richmond County, New York",52857,25,NA
3131,0.1666666667,"Census Tract 3, Richmond County, New York",44353,54,9
3132,0.25,"Census Tract 7, Richmond County, New York",27788,12,3
3133,0,"Census Tract 7, Richmond County, New York",27788,12,NA
3134,0,"Census Tract 11, Richmond County, New York",25873,9,NA
3135,0,"Census Tract 105, Richmond County, New York",34880,32,NA
3136,0.3333333333,"Census Tract 11, Richmond County, New York",25873,9,3
3137,0,"Census Tract 9, Richmond County, New York",30636,3,NA
3138,0,"Census Tract 77, Richmond County, New York",28625,3,NA
3139,0.6666666667,"Census Tract 77, Richmond County, New York",28625,3,2
3140,0,"Census Tract 81, Richmond County, New York",22348,11,NA
3141,0.09090909091,"Census Tract 81, Richmond County, New York",22348,11,1
3142,0,"Census Tract 75, Richmond County, New York",18535,8,NA
3143,0.125,"Census Tract 75, Richmond County, New York",18535,8,1
3144,0.09375,"Census Tract 105, Richmond County, New York",34880,32,3
3145,0,"Census Tract 97, Richmond County, New York",38851,2,NA
3146,0,"Census Tract 207, Richmond County, New York",21965,51,NA
3147,0,"Census Tract 133.02, Richmond County, New York",27835,67,NA
3148,0.08955223881,"Census Tract 133.02, Richmond County, New York",27835,67,6
3149,0,"Census Tract 125, Richmond County, New York",37083,9,NA
3150,0,"Census Tract 141, Richmond County, New York",42324,7,NA
3151,0,"Census Tract 59, Richmond County, New York",43750,11,NA
3152,0.09090909091,"Census Tract 59, Richmond County, New York",43750,11,1
3153,0.04,"Census Tract 67, Richmond County, New York",52857,25,1
3154,0,"Census Tract 121, Richmond County, New York",52529,28,NA
3155,0.07142857143,"Census Tract 121, Richmond County, New York",52529,28,2
3156,0,"Census Tract 147, Richmond County, New York",62917,14,NA
3157,0.07142857143,"Census Tract 147, Richmond County, New York",62917,14,1
3158,0,"Census Tract 151, Richmond County, New York",50655,46,NA
3159,0.0652173913,"Census Tract 151, Richmond County, New York",50655,46,3
3160,0,"Census Tract 201, Richmond County, New York",43103,33,NA
3161,0.06060606061,"Census Tract 201, Richmond County, New York",43103,33,2
3162,0,"Census Tract 251, Richmond County, New York",35180,10,NA
3163,0,"Census Tract 197, Richmond County, New York",49815,1,NA
3164,0,"Census Tract 187.01, Richmond County, New York",32067,26,NA
3165,0,"Census Tract 189.01, Richmond County, New York",30948,27,NA
3166,0.1923076923,"Census Tract 187.01, Richmond County, New York",32067,26,5
3167,0.07407407407,"Census Tract 189.01, Richmond County, New York",30948,27,2
3168,0,"Census Tract 21, Richmond County, New York",26534,67,NA
3169,0.1194029851,"Census Tract 21, Richmond County, New York",26534,67,8
3170,0.1785714286,"Census Tract 6, Richmond County, New York",29244,28,5
3171,0,"Census Tract 6, Richmond County, New York",29244,28,NA
3172,0,"Census Tract 27, Richmond County, New York",9033,23,NA
3173,0.1739130435,"Census Tract 27, Richmond County, New York",9033,23,4
3174,0,"Census Tract 29, Richmond County, New York",21273,7,NA
3175,0.1428571429,"Census Tract 29, Richmond County, New York",21273,7,1
3176,0,"Census Tract 17, Richmond County, New York",27451,5,NA
3177,0,"Census Tract 33, Richmond County, New York",47880,6,NA
3178,0,"Census Tract 39, Richmond County, New York",40758,1,NA
3179,0,"Census Tract 47, Richmond County, New York",26699,10,NA
3180,0.1,"Census Tract 47, Richmond County, New York",26699,10,1
3181,0,"Census Tract 169.01, Richmond County, New York",35393,25,NA
3182,0,"Census Tract 173, Richmond County, New York",25945,3,NA
3183,0.04,"Census Tract 169.01, Richmond County, New York",35393,25,1
3184,0,"Census Tract 187.02, Richmond County, New York",34770,7,NA
3185,0.25,"Census Tract 189.02, Richmond County, New York",37301,4,1
3186,0,"Census Tract 189.02, Richmond County, New York",37301,4,NA
3187,0,"Census Tract 177, Richmond County, New York",44725,10,NA
3188,0,"Census Tract 181, Richmond County, New York",41071,23,NA
3189,0.08695652174,"Census Tract 181, Richmond County, New York",41071,23,2
3190,0,"Census Tract 138, Richmond County, New York",36928,8,NA
3191,0.09803921569,"Census Tract 207, Richmond County, New York",21965,51,5
3192,0,"Census Tract 213, Richmond County, New York",30666,40,NA
3193,0.15,"Census Tract 213, Richmond County, New York",30666,40,6
3194,0,"Census Tract 247, Richmond County, New York",31081,19,NA
3195,0.05263157895,"Census Tract 247, Richmond County, New York",31081,19,1
3196,0,"Census Tract 223, Richmond County, New York",38292,17,NA
3197,0,"Census Tract 239, Richmond County, New York",30507,20,NA
3198,0.1,"Census Tract 239, Richmond County, New York",30507,20,2
3199,0,"Census Tract 231, Richmond County, New York",32842,15,NA
3200,0.06666666667,"Census Tract 231, Richmond County, New York",32842,15,1
3201,0.1176470588,"Census Tract 223, Richmond County, New York",38292,17,2
3202,0,"Census Tract 319.02, Richmond County, New York",29167,5,NA
3203,0,"Census Tract 319.01, Richmond County, New York",12697,1,NA
3204,0,"Census Tract 323, Richmond County, New York",38095,22,NA
3205,0.1,"Census Tract 251, Richmond County, New York",35180,10,1
3206,0,"Census Tract 303.01, Richmond County, New York",35926,10,NA
3207,0,"Census Tract 291.04, Richmond County, New York",34387,19,NA
3208,0.05263157895,"Census Tract 291.04, Richmond County, New York",34387,19,1
3209,0,"Census Tract 303.02, Richmond County, New York",41373,30,NA
3210,0.1,"Census Tract 303.02, Richmond County, New York",41373,30,3
3211,0.04545454545,"Census Tract 323, Richmond County, New York",38095,22,1
3212,0,"Census Tract 291.02, Richmond County, New York",36361,55,NA
3213,0,"Census Tract 273.01, Richmond County, New York",39593,15,NA
3214,0,"Census Tract 291.03, Richmond County, New York",36343,19,NA
3215,0.1052631579,"Census Tract 291.03, Richmond County, New York",36343,19,2
3216,0,"Census Tract 279, Richmond County, New York",22078,8,NA
3217,0,"Census Tract 277.06, Richmond County, New York",35103,11,NA
3218,0,"Census Tract 277.05, Richmond County, New York",32054,1,NA
3219,0,"Census Tract 277.02, Richmond County, New York",36099,30,NA
3220,0.1666666667,"Census Tract 277.02, Richmond County, New York",36099,30,5
3221,0.07272727273,"Census Tract 291.02, Richmond County, New York",36361,55,4
3222,0,"Census Tract 40, Richmond County, New York",24690,21,NA
3223,0,"Census Tract 8, Richmond County, New York",40985,30,NA
3224,0.1,"Census Tract 8, Richmond County, New York",40985,30,3
3225,0.09523809524,"Census Tract 40, Richmond County, New York",24690,21,2
3226,0,"Census Tract 50, Richmond County, New York",37088,13,NA
3227,0,"Census Tract 36, Richmond County, New York",32351,7,NA
3228,0,"Census Tract 20.01, Richmond County, New York",46167,1,NA
3229,0,"Census Tract 20.02, Richmond County, New York",46875,7,NA
3230,0.1428571429,"Census Tract 20.02, Richmond County, New York",46875,7,1
3231,0,"Census Tract 74, Richmond County, New York",33798,16,NA
3232,0.125,"Census Tract 74, Richmond County, New York",33798,16,2
3233,0,"Census Tract 96.01, Richmond County, New York",34420,34,NA
3234,0,"Census Tract 64, Richmond County, New York",25826,35,NA
3235,0.05714285714,"Census Tract 64, Richmond County, New York",25826,35,2
3236,0,"Census Tract 70, Richmond County, New York",30942,56,NA
3237,0.05882352941,"Census Tract 96.01, Richmond County, New York",34420,34,2
3238,0.1923076923,"Census Tract 96.02, Richmond County, New York",43929,26,5
3239,0,"Census Tract 96.02, Richmond County, New York",43929,26,NA
3240,0.07142857143,"Census Tract 70, Richmond County, New York",30942,56,4
3241,0,"Census Tract 112.01, Richmond County, New York",33726,25,NA
3242,0,"Census Tract 114.01, Richmond County, New York",23327,23,NA
3243,0.1739130435,"Census Tract 114.01, Richmond County, New York",23327,23,4
